id,atom_counts,z_variance
2dm-3688,"{'Nb': 1, 'O': 2}",0.97
2dm-3689,"{'In': 1, 'Cu': 1, 'P': 2, 'Se': 6}",1.43
2dm-3690,"{'Tl': 6, 'B': 2, 'Se': 6}",1.92
2dm-3693,"{'V': 2, 'Pb': 3, 'O': 8}",1.71
2dm-3694,"{'Te': 4, 'O': 8}",1.46
2dm-3696,"{'Cd': 1, 'Br': 2}",1.3
2dm-3698,"{'Re': 2, 'Bi': 2, 'O': 8}",2.48
2dm-3699,"{'Sm': 2, 'Br': 6}",1.44
2dm-3700,"{'Cu': 2, 'Sb': 2, 'Se': 4}",1.97
2dm-3703,"{'K': 4, 'P': 4, 'Se': 24}",1.74
2dm-3706,"{'Zr': 1, 'Cl': 2}",1.41
2dm-3707,"{'Ta': 2, 'Te': 8, 'Ir': 2}",1.4
2dm-3708,"{'Cu': 2, 'H': 4, 'Se': 4, 'O': 12}",1.02
2dm-3710,"{'Bi': 2, 'I': 2, 'O': 2}",1.93
2dm-3711,"{'Cu': 4, 'Hg': 4, 'S': 4, 'Cl': 4}",2.59
2dm-3712,"{'U': 2, 'Br': 2, 'N': 2}",1.82
2dm-3713,"{'K': 4, 'Br': 2, 'O': 1}",3.34
2dm-3714,"{'Nd': 1, 'Ge': 2}",1
2dm-3717,"{'K': 2, 'Sb': 4, 'S': 7}",2.47
2dm-3720,"{'In': 4, 'Te': 4, 'Br': 4}",1.5
2dm-3722,"{'Si': 4, 'Pb': 8, 'Se': 16}",1.35
2dm-3723,"{'Ca': 2, 'Mn': 2, 'Si': 2}",1.69
2dm-3724,"{'Sn': 3, 'I': 6}",1.54
2dm-3725,"{'Nb': 12, 'Cl': 28}",1.78
2dm-3727,"{'Mn': 2, 'Al': 2, 'Ge': 2}",1.54
2dm-3728,"{'Mn': 1, 'I': 2}",1.35
2dm-3729,"{'Ca': 2, 'N': 1}",1.03
2dm-3730,"{'Ti': 1, 'Se': 2}",1.26
2dm-3731,"{'Ti': 1, 'S': 2}",1.16
2dm-3732,"{'Bi': 1, 'Te': 1, 'Cl': 1}",1.39
2dm-3733,"{'Ti': 1, 'Br': 2}",1.31
2dm-3735,"{'Sm': 2, 'S': 2}",1.44
2dm-3737,{'Bi': 2},0.87
2dm-3738,"{'Th': 1, 'I': 2}",1.84
2dm-3739,"{'Te': 2, 'Rh': 1}",1.27
2dm-3742,"{'V': 2, 'Cl': 2, 'O': 2}",1.63
2dm-3743,"{'In': 2, 'Bi': 2}",1.4
2dm-3744,"{'Y': 4, 'C': 1, 'I': 5}",2.24
2dm-3746,"{'Mg': 1, 'Al': 2, 'H': 8}",1.84
2dm-3747,"{'Zr': 2, 'Se': 6}",2.35
2dm-3749,"{'W': 1, 'S': 2}",1.28
2dm-3750,"{'Cu': 1, 'Br': 2}",1.24
2dm-3752,"{'Zr': 1, 'P': 2, 'H': 2, 'O': 6}",1.73
2dm-3753,"{'Tb': 2, 'Cl': 6}",1.32
2dm-3754,"{'Mg': 2, 'Mn': 2, 'Ge': 2}",1.55
2dm-3755,"{'Cr': 1, 'H': 1, 'O': 2}",1.14
2dm-3756,"{'In': 2, 'Se': 2}",1.2
2dm-3757,"{'Te': 2, 'Ir': 1}",1.23
2dm-3758,"{'Al': 3, 'Ir': 1}",1.69
2dm-3759,"{'Sr': 2, 'Br': 2, 'F': 2}",1.83
2dm-3760,"{'In': 2, 'Ga': 2, 'S': 6}",2.51
2dm-3761,"{'Eu': 1, 'Cd': 2, 'P': 2}",1.95
2dm-3762,"{'Tl': 2, 'I': 2}",1.65
2dm-3763,"{'Zr': 1, 'N': 1, 'Cl': 1}",1.06
2dm-3764,"{'Y': 6, 'C': 2, 'I': 7}",2.69
2dm-3766,"{'Ag': 1, 'I': 1}",0.09
2dm-3767,"{'Bi': 6, 'Se': 6}",6.83
2dm-3768,"{'Cr': 2, 'Br': 6}",1.25
2dm-3769,"{'Al': 2, 'O': 4}",1.33
2dm-3770,"{'Xe': 1, 'O': 2, 'F': 2}",1.29
2dm-3772,"{'Tl': 2, 'F': 2}",1.29
2dm-3773,"{'Zr': 2, 'N': 2, 'Cl': 2}",2.86
2dm-3774,"{'Al': 1, 'O': 2}",0.66
2dm-3775,"{'Tl': 1, 'F': 1}",1.04
2dm-3777,"{'Sr': 4, 'Mn': 3, 'Cl': 2, 'O': 8}",4.1
2dm-3778,"{'Y': 2, 'B': 2, 'C': 2}",1.58
2dm-3780,"{'Nd': 2, 'Br': 6}",1.45
2dm-3781,"{'Ga': 2, 'Se': 2}",2.1
2dm-3782,"{'Ga': 1, 'Se': 1}",0.58
2dm-3784,"{'Mo': 1, 'O': 3}",0.9
2dm-3786,"{'Y': 4, 'Cl': 6}",1.9
2dm-3787,"{'Y': 1, 'B': 1, 'C': 1}",0.59
2dm-3788,"{'Rb': 2, 'C': 4}",1.93
2dm-3791,"{'Mo': 2, 'O': 6}",1.93
2dm-3792,"{'P': 4, 'Pd': 4, 'S': 4}",1.62
2dm-3793,"{'P': 2, 'Au': 2, 'S': 2}",0.6
2dm-3794,"{'Ag': 2, 'I': 2}",1.6
2dm-3795,"{'Sr': 2, 'Bi': 4, 'O': 8}",2.45
2dm-3797,"{'Sr': 1, 'Th': 1, 'Br': 6}",1.46
2dm-3798,"{'Bi': 2, 'Pd': 4, 'O': 8}",1.15
2dm-3799,"{'P': 4, 'Au': 4, 'S': 4}",2.04
2dm-3800,"{'Cd': 2, 'P': 4, 'H': 8, 'O': 8}",2.18
2dm-3801,"{'Ta': 4, 'Se': 2}",2.54
2dm-3802,"{'Sn': 4, 'I': 2, 'F': 6}",1.73
2dm-3803,"{'Ba': 1, 'Th': 1, 'Br': 6}",1.48
2dm-3804,"{'Na': 2, 'Cl': 1}",1.42
2dm-3805,"{'Ti': 2, 'Br': 6}",1.31
2dm-3806,"{'Fe': 2, 'Mo': 2, 'Cl': 2, 'O': 8}",1.73
2dm-3808,"{'Ca': 2, 'P': 4, 'H': 8, 'O': 8}",2.16
2dm-3809,"{'Hf': 2, 'S': 6}",2.2
2dm-3812,"{'Zr': 4, 'Cu': 2, 'Ge': 8}",4.68
2dm-3813,"{'Fe': 1, 'Sn': 2, 'C': 6, 'N': 6}",1.68
2dm-3814,"{'Li': 1, 'V': 1, 'O': 2, 'F': 2}",0.84
2dm-3815,"{'Ba': 1, 'Tl': 1, 'Sn': 2, 'O': 6}",3.54
2dm-3817,"{'Pr': 4, 'I': 10}",1.74
2dm-3818,"{'V': 1, 'O': 1, 'F': 2}",0.88
2dm-3819,"{'Rb': 1, 'C': 2}",1.59
2dm-3820,"{'Mg': 1, 'Br': 2}",1.23
2dm-3821,"{'Zn': 2, 'P': 2, 'S': 6}",1.35
2dm-3823,"{'Ta': 4, 'Co': 4, 'Te': 8}",1.51
2dm-3824,"{'Ta': 4, 'Ni': 2, 'S': 10}",1.27
2dm-3825,"{'Li': 1, 'Cu': 1, 'C': 1, 'O': 3}",0.09
2dm-3826,"{'Sb': 1, 'O': 2}",1.52
2dm-3827,"{'Mg': 1, 'I': 2, 'O': 6}",1.1
2dm-3828,"{'I': 4, 'O': 10}",0.86
2dm-3829,"{'Pu': 2, 'Br': 6}",1.46
2dm-3830,"{'Ca': 3, 'Cu': 2, 'Br': 2, 'O': 4}",2.65
2dm-3832,"{'Dy': 2, 'Zn': 2, 'P': 2, 'O': 2}",2.77
2dm-3833,"{'Tl': 2, 'Sn': 1, 'As': 2, 'S': 6}",1.71
2dm-3834,"{'Hf': 1, 'S': 2}",1.18
2dm-3835,"{'Zn': 1, 'H': 2, 'O': 2}",1.44
2dm-3837,"{'Na': 2, 'In': 2, 'Br': 8}",1.33
2dm-3839,"{'Zr': 1, 'Mo': 2, 'O': 8}",1.02
2dm-3840,"{'Sr': 1, 'Bi': 5, 'O': 9}",2.57
2dm-3842,"{'Ag': 4, 'I': 4, 'O': 12}",2
2dm-3844,"{'Li': 2, 'Cu': 2, 'C': 2, 'O': 6}",1.38
2dm-3845,"{'Nb': 4, 'Ni': 4, 'Te': 8}",1.51
2dm-3846,"{'Zr': 2, 'Br': 2, 'N': 2}",1.81
2dm-3849,"{'Tl': 1, 'In': 1, 'S': 2}",1.27
2dm-3851,"{'Ta': 4, 'Ag': 1, 'S': 8}",1.59
2dm-3852,"{'Si': 2, 'Hg': 6, 'O': 7}",1.19
2dm-3853,"{'Co': 2, 'Te': 3, 'O': 8}",1.61
2dm-3854,"{'Sr': 2, 'Th': 2, 'Br': 12}",3.13
2dm-3858,"{'Cr': 2, 'Br': 2, 'O': 2}",1.66
2dm-3859,"{'Ag': 4, 'S': 2}",1.3
2dm-3860,"{'Li': 2, 'U': 1, 'Br': 6}",1.28
2dm-3861,"{'Ta': 3, 'Te': 14, 'Pd': 3}",1.39
2dm-3862,"{'Y': 1, 'Fe': 1, 'F': 5}",1.11
2dm-3863,"{'La': 2, 'P': 1, 'Br': 2}",2.47
2dm-3864,"{'Fe': 4, 'Cu': 2, 'S': 7}",1.07
2dm-3866,"{'Mg': 1, 'Sb': 2, 'O': 5}",1.87
2dm-3867,"{'Li': 2, 'V': 2, 'O': 4, 'F': 4}",1.42
2dm-3869,"{'Rb': 6, 'O': 3}",1.1
2dm-3870,"{'Ba': 1, 'Tl': 1, 'Co': 2, 'O': 6}",3.47
2dm-3871,"{'Nb': 2, 'C': 1, 'S': 2}",1.96
2dm-3873,"{'Ba': 2, 'Bi': 3, 'O': 7}",3.28
2dm-3874,"{'Sb': 6, 'Te': 6}",6.88
2dm-3875,"{'Rb': 2, 'Sn': 1, 'H': 12, 'N': 6}",1.59
2dm-3877,"{'Rb': 2, 'Pb': 2, 'F': 6}",2.5
2dm-3878,"{'K': 2, 'H': 4, 'I': 6, 'O': 2}",2.88
2dm-3880,"{'Ba': 2, 'Mn': 3, 'O': 8}",3.1
2dm-3881,"{'Ag': 4, 'C': 2, 'O': 6}",1.39
2dm-3882,"{'Ni': 1, 'C': 2, 'S': 2, 'N': 2}",1.18
2dm-3883,"{'Si': 2, 'Bi': 4, 'O': 10}",1.7
2dm-3886,"{'Bi': 4, 'Te': 4, 'I': 4, 'O': 12}",1.88
2dm-3887,"{'Fe': 2, 'H': 2, 'O': 4}",1.89
2dm-3889,"{'Nb': 6, 'Si': 2, 'Te': 12}",1.46
2dm-3890,"{'Ho': 2, 'Br': 2, 'O': 2}",1.9
2dm-3891,"{'Mn': 1, 'Co': 2, 'O': 6}",0.8
2dm-3892,"{'Sr': 4, 'Mn': 2, 'Cl': 2, 'O': 6}",3.8
2dm-3893,"{'Hg': 4, 'Mo': 2, 'O': 8}",1.52
2dm-3895,"{'V': 1, 'O': 2}",1.38
2dm-3896,"{'Tm': 2, 'Br': 2, 'O': 2}",1.88
2dm-3897,"{'Ba': 2, 'Ti': 1, 'O': 4}",1.5
2dm-3899,"{'Bi': 2, 'Se': 2}",1.56
2dm-3900,"{'Fe': 2, 'Cl': 2, 'O': 2}",1.62
2dm-3901,"{'Ti': 1, 'W': 2, 'O': 8}",1.47
2dm-3902,"{'Pu': 2, 'I': 6}",1.61
2dm-3903,"{'Ba': 1, 'Cu': 1, 'Re': 1, 'O': 5}",2.12
2dm-3904,"{'Li': 2, 'Cu': 2, 'C': 2, 'O': 6}",0.02
2dm-3905,"{'V': 4, 'Ag': 2, 'O': 11}",1.87
2dm-3909,"{'Ni': 1, 'I': 2, 'O': 6}",1.1
2dm-3910,"{'Ba': 4, 'Sb': 4, 'O': 10}",1.92
2dm-3911,"{'Ba': 1, 'Cu': 1, 'Sb': 1, 'O': 5}",2.33
2dm-3913,"{'Tl': 4, 'V': 4, 'O': 12}",1.16
2dm-3914,"{'Ti': 1, 'Co': 2, 'O': 6}",0.8
2dm-3916,"{'Ta': 8, 'Ag': 2, 'S': 16}",3.68
2dm-3917,"{'Re': 4, 'Se': 8}",1.3
2dm-3920,"{'Ba': 2, 'Th': 2, 'Br': 12}",3.14
2dm-3921,"{'Nd': 2, 'Te': 6}",3.55
2dm-3923,"{'Rb': 4, 'As': 4, 'O': 8}",1.86
2dm-3924,"{'Ca': 1, 'Bi': 4, 'O': 8}",1.56
2dm-3925,"{'Ag': 4, 'Hg': 4, 'S': 4, 'Br': 4}",2.79
2dm-3926,"{'Mg': 1, 'Bi': 2, 'O': 5}",1.99
2dm-3929,"{'Tl': 4, 'As': 4, 'S': 8}",1.42
2dm-3930,"{'Ba': 2, 'Ni': 2, 'F': 8}",2.14
2dm-3934,"{'B': 3, 'C': 10, 'N': 3}",0
2dm-3937,"{'Sb': 2, 'Te': 1, 'Se': 2}",2.62
2dm-3938,"{'Ba': 1, 'Cu': 1, 'W': 1, 'O': 5}",2.32
2dm-3940,"{'Cd': 1, 'C': 1, 'N': 2}",1.26
2dm-3941,"{'Nb': 1, 'Se': 2}",1.38
2dm-3942,"{'Mn': 1, 'H': 2, 'O': 2}",0.97
2dm-3943,"{'Lu': 4, 'B': 3, 'C': 4}",3.34
2dm-3944,"{'Ba': 1, 'Ca': 1, 'I': 4}",1.47
2dm-3946,"{'Ho': 1, 'Sb': 2}",2.12
2dm-3947,"{'Te': 6, 'Pd': 8, 'Br': 8}",1.83
2dm-3949,"{'Nb': 4, 'V': 2, 'Zn': 4, 'O': 16}",2.67
2dm-3950,"{'Zr': 1, 'Ti': 1, 'Te': 4}",1.44
2dm-3951,"{'Hg': 4, 'S': 2, 'O': 8}",1.7
2dm-3952,"{'Tl': 4, 'Sn': 2, 'S': 6}",3.18
2dm-3954,"{'Mn': 3, 'Sb': 1, 'O': 8}",0.79
2dm-3956,"{'In': 2, 'Sb': 4, 'Se': 8, 'Br': 2}",1.58
2dm-3957,"{'Ti': 4, 'Zn': 2, 'O': 10}",1.5
2dm-3958,"{'Li': 2, 'Cu': 4, 'F': 10}",1.95
2dm-3959,"{'Au': 2, 'C': 2, 'Cl': 2, 'O': 2}",2.23
2dm-3960,"{'Sc': 2, 'Te': 5, 'O': 13}",1.52
2dm-3961,"{'Y': 14, 'C': 6, 'I': 12, 'O': 2}",2.38
2dm-3962,"{'Cr': 2, 'Cu': 2, 'P': 4, 'S': 12}",1.42
2dm-3964,"{'Ba': 2, 'Tl': 2, 'Sn': 4, 'O': 12}",6.66
2dm-3968,"{'Bi': 2, 'O': 3}",0.86
2dm-3970,"{'Pb': 4, 'W': 4, 'O': 16}",1.77
2dm-3971,"{'Tl': 2, 'Sb': 2, 'O': 6}",1.68
2dm-3972,"{'Nb': 1, 'Tl': 1, 'Br': 4, 'O': 1}",1.37
2dm-3973,"{'In': 2, 'Sb': 4, 'S': 8, 'Cl': 2}",1.35
2dm-3974,"{'Fe': 8, 'Cu': 4, 'S': 14}",3.08
2dm-3975,"{'Fe': 2, 'W': 2, 'Cl': 2, 'O': 8}",1.74
2dm-3978,"{'Sn': 2, 'Br': 2, 'F': 2}",1.85
2dm-3979,"{'Sb': 2, 'O': 2, 'F': 2}",1.4
2dm-3980,"{'Ti': 1, 'Pb': 9, 'O': 11}",0.91
2dm-3981,"{'U': 2, 'Te': 2, 'O': 2}",1.87
2dm-3982,"{'Ba': 2, 'Ti': 3, 'O': 7}",3.08
2dm-3985,"{'Zn': 1, 'In': 2, 'S': 4}",3.41
2dm-3986,"{'Ti': 2, 'Bi': 4, 'O': 10}",1.41
2dm-3987,"{'Lu': 2, 'Te': 5, 'O': 13}",1.53
2dm-3989,"{'Zn': 4, 'Ag': 4, 'O': 10}",2.91
2dm-3990,"{'Ti': 1, 'V': 2, 'Cr': 1, 'O': 10}",0.88
2dm-3991,"{'Sc': 4, 'Te': 10, 'O': 26}",2.95
2dm-3992,"{'Mg': 2, 'Sb': 4, 'O': 8}",1.51
2dm-3993,{'C': 2},0
2dm-3994,"{'Ba': 8, 'Li': 4, 'N': 4}",2.13
2dm-3995,"{'Li': 3, 'Fe': 2, 'F': 9}",2.03
2dm-3997,"{'Co': 1, 'Te': 1, 'O': 4}",0.81
2dm-3998,"{'Fe': 1, 'P': 2, 'S': 6}",1.35
2dm-3999,"{'Re': 6, 'Se': 8, 'Cl': 2}",2.03
2dm-4000,"{'Zn': 2, 'Bi': 4, 'O': 10}",1.56
2dm-4003,"{'V': 4, 'Te': 4, 'O': 16}",1.57
2dm-4004,"{'Pu': 2, 'I': 2, 'O': 2}",1.86
2dm-4006,"{'Re': 4, 'S': 8}",1.22
2dm-4007,"{'K': 2, 'Mo': 6, 'O': 18}",2.02
2dm-4008,"{'Ti': 6, 'H': 4, 'O': 14}",2.36
2dm-4009,"{'Mg': 1, 'Cl': 2}",1.11
2dm-4010,"{'K': 4, 'Cr': 4, 'Cl': 4, 'O': 12}",2.09
2dm-4012,"{'Cd': 1, 'H': 1, 'Cl': 1, 'O': 1}",1.33
2dm-4013,"{'Cr': 4, 'S': 10}",1.45
2dm-4016,"{'Sr': 4, 'Cr': 2, 'Cu': 4, 'O': 14}",3.4
2dm-4020,"{'Zn': 2, 'W': 2, 'O': 5}",1.85
2dm-4021,"{'Zn': 2, 'Sb': 4, 'O': 8}",2.63
2dm-4022,"{'Co': 2, 'Se': 2}",0.98
2dm-4023,"{'Au': 4, 'Se': 4}",2.13
2dm-4025,"{'Mg': 2, 'Mo': 3, 'O': 8}",1.05
2dm-4026,"{'Ca': 2, 'Sb': 4, 'O': 8}",1.38
2dm-4027,"{'Mg': 2, 'Al': 2, 'Se': 5}",4.25
2dm-4029,"{'Mg': 2, 'Ag': 2, 'O': 5}",1.54
2dm-4030,"{'Ca': 2, 'P': 2, 'H': 8, 'O': 12}",2.38
2dm-4031,"{'Ta': 6, 'Te': 28, 'Pd': 6}",3.63
2dm-4033,"{'Sr': 3, 'Co': 2, 'S': 2, 'O': 5}",2.67
2dm-4034,"{'Fe': 1, 'H': 2, 'O': 2}",1.42
2dm-4035,"{'Zn': 8, 'Se': 4, 'Cl': 8, 'O': 12}",1.62
2dm-4037,"{'Ti': 6, 'H': 4, 'O': 14}",2.09
2dm-4038,"{'Be': 2, 'B': 4, 'C': 4}",0.69
2dm-4039,"{'Ti': 1, 'O': 2}",1.4
2dm-4041,"{'Li': 2, 'Bi': 1, 'O': 3}",2
2dm-4043,"{'Zr': 2, 'Pb': 2, 'F': 12}",1.44
2dm-4044,"{'Cu': 4, 'Hg': 4, 'S': 4, 'Br': 4}",2.66
2dm-4045,"{'Lu': 4, 'Te': 10, 'O': 26}",2.95
2dm-4047,"{'Sb': 2, 'Te': 2, 'Se': 1}",2.52
2dm-4048,"{'Cu': 2, 'Bi': 2, 'O': 4}",1.33
2dm-4049,"{'Fe': 2, 'P': 2, 'S': 6}",1.32
2dm-4051,"{'Mg': 3, 'P': 2, 'H': 16, 'O': 16}",2.02
2dm-4052,"{'Ta': 3, 'O': 5, 'F': 5}",3.56
2dm-4054,"{'Bi': 2, 'P': 2, 'Pb': 2, 'O': 10}",1.18
2dm-4056,"{'Na': 2, 'B': 2, 'F': 8}",0.9
2dm-4058,{'Zn': 1},0
2dm-4061,"{'Mg': 3, 'Si': 4, 'H': 2, 'O': 12}",2.3
2dm-4062,"{'Ni': 2, 'P': 4}",0.02
2dm-4064,"{'Y': 2, 'Cu': 3, 'O': 6}",2.17
2dm-4066,"{'Cr': 2, 'Cu': 2, 'O': 8}",1.34
2dm-4067,"{'Mg': 2, 'P': 2, 'Se': 6}",1.43
2dm-4068,"{'Mo': 2, 'N': 4}",0.82
2dm-4069,{'Cd': 1},0
2dm-4070,"{'Zr': 3, 'Al': 4, 'C': 6}",4.86
2dm-4071,"{'Zn': 2, 'Co': 3, 'O': 8}",0.99
2dm-4072,"{'Nb': 1, 'V': 3, 'O': 10}",0.9
2dm-4075,"{'K': 4, 'Co': 2, 'Se': 4}",1.5
2dm-4076,"{'Co': 4, 'As': 4, 'S': 4}",1.27
2dm-4077,"{'Sr': 4, 'Cu': 4, 'Ni': 2, 'O': 14}",3.39
2dm-4078,"{'Sr': 2, 'Cu': 2, 'Bi': 2, 'O': 8}",4.28
2dm-4080,"{'Cu': 2, 'C': 2, 'Cl': 2, 'O': 2}",2.39
2dm-4081,"{'Mn': 5, 'O': 9, 'F': 1}",0.79
2dm-4082,"{'Li': 2, 'H': 4, 'N': 2, 'O': 6}",1.97
2dm-4083,"{'Tl': 2, 'O': 1}",1.26
2dm-4086,"{'Tl': 2, 'Sb': 2, 'O': 6}",1.47
2dm-4087,"{'In': 4, 'Te': 4, 'O': 12, 'F': 4}",2.03
2dm-4088,"{'Ba': 2, 'Ni': 3, 'O': 7}",3.54
2dm-4090,"{'Sr': 4, 'Co': 2, 'S': 2, 'O': 6}",3.45
2dm-4092,"{'Co': 2, 'Sb': 1, 'O': 6}",0.8
2dm-4094,"{'Hg': 3, 'Au': 1}",0
2dm-4096,"{'Ca': 1, 'Bi': 4, 'O': 8}",1.51
2dm-4098,"{'Ga': 4, 'Te': 6}",3.02
2dm-4099,"{'Sm': 2, 'Ga': 4, 'Co': 2}",2.3
2dm-4102,"{'Ge': 3, 'Te': 6, 'As': 2}",5.58
2dm-4103,"{'Mn': 1, 'Co': 2, 'O': 6}",0.78
2dm-4104,"{'La': 2, 'Pb': 12, 'Br': 2, 'O': 14}",2.2
2dm-4105,"{'Pb': 2, 'Cl': 4, 'O': 8}",1.58
2dm-4106,"{'La': 2, 'Bi': 7, 'O': 14}",2.4
2dm-4107,"{'Ag': 2, 'Bi': 2, 'O': 4}",2.11
2dm-4108,"{'Zn': 2, 'Cr': 3, 'O': 8}",0.99
2dm-4109,"{'Mg': 3, 'H': 2, 'O': 4}",2.98
2dm-4110,"{'Ba': 1, 'Y': 1, 'Sn': 4, 'O': 7}",1.48
2dm-4111,"{'Nb': 6, 'Se': 18}",2.4
2dm-4113,"{'Mg': 1, 'Al': 2, 'Se': 4}",3.35
2dm-4114,"{'Ba': 1, 'V': 4, 'O': 8}",1.83
2dm-4115,"{'Mg': 2, 'P': 2, 'S': 6}",1.36
2dm-4116,"{'Mn': 1, 'Co': 1, 'O': 4}",0.79
2dm-4118,"{'V': 1, 'Cl': 2, 'O': 1}",1.18
2dm-4119,"{'Ca': 2, 'Ti': 8, 'O': 18}",1.49
2dm-4120,"{'Li': 4, 'Co': 1, 'P': 2, 'O': 8}",1.28
2dm-4123,"{'Cr': 2, 'Si': 2, 'Te': 6}",1.43
2dm-4125,"{'K': 2, 'B': 2, 'C': 8, 'O': 16}",0.77
2dm-4126,"{'Hf': 2, 'Sn': 2, 'O': 6}",1.31
2dm-4130,"{'Na': 2, 'H': 6, 'Pt': 1, 'O': 6}",1.43
2dm-4131,"{'Ca': 1, 'Sb': 2, 'O': 5}",1.58
2dm-4132,"{'Li': 2, 'Cu': 2, 'O': 2}",1.27
2dm-4134,"{'K': 1, 'V': 4, 'O': 10}",3.24
2dm-4135,"{'Ta': 4, 'Ti': 2, 'Zn': 4, 'O': 16}",2.9
2dm-4136,"{'Pt': 1, 'S': 2}",1.02
2dm-4137,"{'Mg': 2, 'Mn': 4, 'O': 10}",1.14
2dm-4138,"{'Cr': 8, 'Te': 24}",1.5
2dm-4141,"{'Ba': 1, 'Al': 1, 'Sn': 4, 'O': 7}",1.42
2dm-4142,"{'Bi': 2, 'Pb': 2, 'Se': 5}",4.72
2dm-4143,"{'Ca': 6, 'Zn': 2}",1.52
2dm-4144,"{'Li': 4, 'P': 8, 'W': 2, 'O': 26}",3.69
2dm-4145,"{'Sm': 2, 'H': 4, 'Cl': 2, 'O': 4}",1.62
2dm-4146,"{'Li': 2, 'Co': 2, 'P': 2, 'O': 8}",2.1
2dm-4147,"{'Ba': 4, 'Tl': 4, 'Cu': 2, 'O': 12}",3.86
2dm-4148,"{'Y': 1, 'Ge': 3}",1.15
2dm-4149,"{'Sb': 10, 'O': 14, 'F': 2}",2.23
2dm-4151,"{'Li': 2, 'V': 2, 'F': 8}",0.83
2dm-4156,"{'Fe': 1, 'Co': 1, 'O': 4}",0.78
2dm-4157,"{'Sr': 2, 'La': 2, 'Br': 10}",1.54
2dm-4160,"{'Li': 2, 'V': 1, 'P': 2, 'O': 8}",2.46
2dm-4161,"{'Sr': 2, 'La': 2, 'I': 10}",1.7
2dm-4162,"{'Ba': 2, 'Tl': 2, 'Co': 4, 'O': 12}",6.82
2dm-4163,"{'Al': 2, 'B': 2, 'Mo': 2}",1.83
2dm-4164,"{'Cr': 1, 'O': 2}",1.37
2dm-4169,"{'Mo': 12, 'Cl': 24}",1.94
2dm-4170,"{'In': 2, 'Cu': 2, 'Mo': 4, 'O': 16}",1.55
2dm-4171,"{'V': 4, 'Zn': 2, 'O': 10}",1.24
2dm-4172,"{'Te': 2, 'Pd': 2, 'I': 4}",2.11
2dm-4173,"{'Li': 4, 'V': 4, 'F': 16}",1.96
2dm-4174,"{'V': 4, 'Zn': 4, 'O': 8}",2.71
2dm-4175,"{'Li': 2, 'Mn': 2, 'P': 2, 'O': 8}",1.25
2dm-4176,"{'Ag': 2, 'O': 4, 'F': 2}",2.06
2dm-4177,"{'Ce': 2, 'Bi': 2, 'S': 4, 'O': 2}",3.46
2dm-4178,"{'Pt': 1, 'O': 2}",0.78
2dm-4179,"{'Sb': 2, 'Cl': 2, 'O': 2}",1.68
2dm-4180,"{'Zn': 2, 'Ni': 4, 'O': 10}",1.09
2dm-4185,"{'Mn': 4, 'F': 10}",1.74
2dm-4186,"{'Li': 4, 'V': 2, 'O': 4, 'F': 2}",2.04
2dm-4187,"{'Mg': 1, 'H': 2, 'O': 2}",0.97
2dm-4188,"{'Ca': 1, 'O': 2}",0.63
2dm-4189,"{'Sn': 4, 'H': 4, 'C': 8, 'O': 12}",1.68
2dm-4190,"{'Sr': 4, 'As': 2, 'O': 1}",3.77
2dm-4191,"{'Li': 4, 'V': 4, 'O': 12}",1.54
2dm-4194,"{'Cu': 1, 'Bi': 1, 'P': 2, 'Se': 6}",1.55
2dm-4199,"{'La': 1, 'H': 1, 'Br': 2}",1.38
2dm-4200,"{'Au': 2, 'Se': 3, 'O': 10}",1.11
2dm-4201,"{'Ta': 2, 'Ni': 4, 'Te': 2, 'Se': 2}",1.77
2dm-4202,"{'Li': 6, 'Br': 3, 'N': 1}",1.31
2dm-4203,"{'Li': 6, 'Sb': 2, 'S': 6}",1.59
2dm-4204,"{'Sr': 2, 'H': 4, 'Se': 4, 'O': 12}",2.18
2dm-4205,"{'Y': 2, 'Mn': 2, 'S': 2, 'O': 5}",3.01
2dm-4207,"{'Zn': 4, 'Sn': 4, 'O': 8}",2.41
2dm-4208,"{'Bi': 4, 'Te': 2, 'Br': 2, 'O': 9}",2.2
2dm-4209,"{'B': 4, 'N': 4}",0
2dm-4210,"{'Li': 4, 'V': 2, 'F': 12}",1.5
2dm-4211,"{'Sb': 2, 'Mo': 4, 'O': 16}",3.02
2dm-4212,"{'Zn': 2, 'In': 2, 'S': 5}",4.28
2dm-4213,"{'Sm': 2, 'Al': 4, 'Cl': 16}",1.59
2dm-4214,"{'Ba': 4, 'Sb': 4, 'Se': 8, 'F': 4}",3.65
2dm-4215,"{'Ca': 6, 'Ge': 6, 'O': 18}",2.38
2dm-4216,"{'Si': 4, 'Ag': 12, 'O': 14}",1.34
2dm-4217,"{'Li': 2, 'V': 1, 'F': 6}",1.09
2dm-4219,"{'Hg': 3, 'S': 1, 'O': 6}",0.59
2dm-4221,"{'K': 1, 'Re': 2, 'O': 4, 'F': 7}",2.1
2dm-4222,"{'Tm': 2, 'Fe': 2, 'Ge': 4}",2.18
2dm-4223,"{'Eu': 1, 'Re': 2, 'O': 8}",2.06
2dm-4224,"{'V': 2, 'Se': 2}",1.24
2dm-4225,"{'Cu': 2, 'Se': 4, 'Cl': 2}",1
2dm-4226,"{'Tl': 4, 'Ge': 2, 'S': 6}",1.35
2dm-4227,"{'Li': 2, 'Fe': 1, 'P': 2, 'O': 8}",2.52
